"X"	"Y"	"MeanIntensityMIonly"	"MeanIntensityLSEonly"
300335.573761	3369413.648663	0.108324157737543	0.167053550755968
300435.573761	3369413.648663	0.131917797371407	0.238005232700501
300535.573761	3369413.648663	0.120106609784587	0.196470176005448
300635.573761	3369413.648663	0.126117720634825	0.201906017764504
300735.573761	3369413.648663	0.136712023905632	0.211923036553012
300835.573761	3369413.648663	0.139297766092003	0.216821132985944
300935.573761	3369413.648663	0.150984560488486	0.235715106855022
301035.573761	3369413.648663	0.173176655846273	0.270670172114367
301135.573761	3369413.648663	0.19008327554666	0.182342195253344
301235.573761	3369413.648663	0.214422138924001	0.184874274148366
301335.573761	3369413.648663	0.204064657768531	0.173688460691338
301435.573761	3369413.648663	0.188936573583927	0.149893609617554
301535.573761	3369413.648663	0.184103722100626	0.374266924675916
301635.573761	3369413.648663	0.174975629644876	0.330607703653217
301735.573761	3369413.648663	0.190069334613959	0.35674324078506
301835.573761	3369413.648663	0.201915992078508	0.340301571730694
301935.573761	3369413.648663	0.206819858951185	0.353756149446795
302035.573761	3369413.648663	0.204842121402135	0.325881916289932
302135.573761	3369413.648663	0.241834867605219	0.389167893836827
302235.573761	3369413.648663	0.243434155735195	0.377198653500989
302335.573761	3369413.648663	0.256635709861768	0.321079012976003
302435.573761	3369413.648663	0.249711437546351	0.300232085708608
302535.573761	3369413.648663	0.246911978575002	0.289828806510372
302635.573761	3369413.648663	0.226533286497158	0.266151292827303
302735.573761	3369413.648663	0.225597583146018	0.262542396638884
302835.573761	3369413.648663	0.232141816620662	0.275794139798279
302935.573761	3369413.648663	0.237113606459975	0.286541357426022
303035.573761	3369413.648663	0.244271014185554	0.29867675775385
303135.573761	3369413.648663	0.272173471106792	0.346642971386373
303235.573761	3369413.648663	0.261378742171123	0.327206494495671
303335.573761	3369413.648663	0.246269575525322	0.312262371132083
303435.573761	3369413.648663	0.210449997305363	0.278956273522533
303535.573761	3369413.648663	0.181030396661789	0.167467029922003
303635.573761	3369413.648663	0.179141496444023	0.176960391794604
303735.573761	3369413.648663	0.186677502142898	0.166181399025228
303835.573761	3369413.648663	0.184828774777622	0.168629561777131
303935.573761	3369413.648663	0.199435438209077	0.169697190211785
304035.573761	3369413.648663	0.203689923421722	0.167512511045235
304135.573761	3369413.648663	0.199152802828026	0.163404005627756
304235.573761	3369413.648663	0.166673216630621	0.129584341222322
304335.573761	3369413.648663	0.178359527229642	0.130742273935996
304435.573761	3369413.648663	0.187259106640613	0.131201314589831
304535.573761	3369413.648663	0.183195055815762	0.119509612041928
304635.573761	3369413.648663	0.167399909886018	0.108446873210449
304735.573761	3369413.648663	0.121537413368219	0.0731705368306194
304835.573761	3369413.648663	0.126355276326881	0.177263634935857
304935.573761	3369413.648663	0.156243217739332	0.215444961484586
305035.573761	3369413.648663	0.164939167485076	0.217939474952755
305135.573761	3369413.648663	0.168505418027233	0.226188999958546
305235.573761	3369413.648663	0.195793442893697	0.259065875763336
305335.573761	3369413.648663	0.210743413850665	0.269000583506775
305435.573761	3369413.648663	0.216284809879998	0.269087842617296
305535.573761	3369413.648663	0.211054579244619	0.251683279796757
305635.573761	3369413.648663	0.185199434518625	0.218383891035351
305735.573761	3369413.648663	0.119725217981067	0.0526865559890273
305835.573761	3369413.648663	0.1292511864744	0.13210652890058
305935.573761	3369413.648663	0.124615065800437	0.128893685328489
306035.573761	3369413.648663	0.127011312518408	0.126382170959971
306135.573761	3369413.648663	0.122316736334173	0.116124682617682
306235.573761	3369413.648663	0.109809155579018	0.0959232422873446
306335.573761	3369413.648663	0.109074627364649	0.0933382341525751
306435.573761	3369413.648663	0.104047123074256	0.0952329749354968
306535.573761	3369413.648663	0.0987324456016091	0.0919056107555812
306635.573761	3369413.648663	0.0901668598340634	0.045609787913132
306735.573761	3369413.648663	0.0788920611477675	0.0391752562901008
306835.573761	3369413.648663	0.0747653860236034	0.0236124141280013
306935.573761	3369413.648663	0.0688529178332524	0.0213618497944408
307035.573761	3369413.648663	0.0673508463111576	0.0205733080736485
307135.573761	3369413.648663	0.0647519795038961	0.0195213837974502
307235.573761	3369413.648663	0.0637380180991759	0.0194184117598892
307335.573761	3369413.648663	0.070724115673377	0.0157456306830125
307435.573761	3369413.648663	0.0733644077308159	0.0175048427588618
307535.573761	3369413.648663	0.074070864891047	0.0167220001855093
307635.573761	3369413.648663	0.0627257215822702	0.0122163162665586
307735.573761	3369413.648663	0.0631507554115228	0.024765693410327
307835.573761	3369413.648663	0.0664931114287533	0.0273860491130923
307935.573761	3369413.648663	0.0658638498012238	0.0257266638609654
308035.573761	3369413.648663	0.0677088782443089	0.029752013587408
308135.573761	3369413.648663	0.0699144800135651	0.0284506705684166
308235.573761	3369413.648663	0.0737995005216775	0.0371376865229633
308335.573761	3369413.648663	0.0744558935790007	0.0347830249018546
308435.573761	3369413.648663	0.0541481981450407	0.0210639550935483
308535.573761	3369413.648663	0.0183745545635685	0.00778413372491049
308635.573761	3369413.648663	0.0141030725946295	0.00540476225982116
308735.573761	3369413.648663	0.0113294283664057	0.00432642429683014
308835.573761	3369413.648663	0.0113346744142873	0.00402494519703085
308935.573761	3369413.648663	0.0122004686145846	0.00438345031360892
309035.573761	3369413.648663	0.0133445383095391	0.0121066801644608
309135.573761	3369413.648663	0.0147893878641463	0.0130359066614164
309235.573761	3369413.648663	0.0163414686395762	0.0143446958495545
309335.573761	3369413.648663	0.0179458832886146	0.0163769317532954
309435.573761	3369413.648663	0.0202118567738758	0.0174938634710109
309535.573761	3369413.648663	0.0195659974869906	0.0177001079731157
309635.573761	3369413.648663	0.0175038883841424	0.0237317493801039
309735.573761	3369413.648663	0.0160881838347467	0.0224878203747187
309835.573761	3369413.648663	0.0141697205865592	0.0188538860862116
309935.573761	3369413.648663	0.0215130367602861	0.0506328622598373
310035.573761	3369413.648663	0.0216137479258895	0.0491525209537285
310135.573761	3369413.648663	0.0219432927404503	0.0469514475360934
310235.573761	3369413.648663	0.0351009749028936	0.0846375840037868
310335.573761	3369413.648663	0.0173357365755364	0.024595334078126
310435.573761	3369413.648663	0.018733839489945	0.0270015250973024
310535.573761	3369413.648663	0.0199327476883736	0.0260854004034654
310635.573761	3369413.648663	0.0190116953822948	0.0233421957186013
310735.573761	3369413.648663	0.017807508300483	0.0218945213878579
310835.573761	3369413.648663	0.018460937277348	0.0219309891376953
310935.573761	3369413.648663	0.0187727800045867	0.0219242269389736
311035.573761	3369413.648663	0.0190744925596684	0.0215435142459026
311135.573761	3369413.648663	0.0179040439735174	0.0199462278428442
311235.573761	3369413.648663	0.0190814180528801	0.0218292524635089
311335.573761	3369413.648663	0.0199074144319789	0.0222153527355776
311435.573761	3369413.648663	0.0234981144649739	0.0258414505860583
311535.573761	3369413.648663	0.0212975405083307	0.0236684246593599
311635.573761	3369413.648663	0.023026485275027	0.0260259116974579
311735.573761	3369413.648663	0.0258769629765317	0.0301471854800881
311835.573761	3369413.648663	0.0246699357270725	0.0139715573149227
311935.573761	3369413.648663	0.0249156687748339	0.0138073816869535
312035.573761	3369413.648663	0.0169236046636702	0.00548409494797673
312135.573761	3369413.648663	0.0539518922472803	0.0177544461801625
312235.573761	3369413.648663	0.055211754015761	0.0193296915360131
312335.573761	3369413.648663	0.0515311955157668	0.0179759330596628
300335.573761	3369513.648663	0.119452650048977	0.172721898870101
300435.573761	3369513.648663	0.119117867183517	0.18303487079524
300535.573761	3369513.648663	0.118894202049914	0.183736044490858
300635.573761	3369513.648663	0.121772522219306	0.184590089709908
300735.573761	3369513.648663	0.131986715998109	0.193754430391628
300835.573761	3369513.648663	0.134481350325867	0.192117311627137
300935.573761	3369513.648663	0.147115562085614	0.214253545895209
301035.573761	3369513.648663	0.172836701876152	0.249606485342831
301135.573761	3369513.648663	0.199894473391857	0.177156358508671
301235.573761	3369513.648663	0.215258096531934	0.193093872694822
301335.573761	3369513.648663	0.207105922600157	0.171542763096181
301435.573761	3369513.648663	0.19603364366243	0.155263121843085
301535.573761	3369513.648663	0.192487289863165	0.383669792703594
301635.573761	3369513.648663	0.188886491570502	0.347301899802969
301735.573761	3369513.648663	0.200754278378412	0.366359299449938
301835.573761	3369513.648663	0.206313150441289	0.354180209548362
301935.573761	3369513.648663	0.202671396070186	0.351806212924267
302035.573761	3369513.648663	0.208972563945628	0.337954585185503
302135.573761	3369513.648663	0.217124215982122	0.353197320793975
302235.573761	3369513.648663	0.243737660247875	0.381247465348185
302335.573761	3369513.648663	0.252768466584794	0.324462516771126
302435.573761	3369513.648663	0.252320130195161	0.29929900830079
302535.573761	3369513.648663	0.260248857861098	0.309613575119326
302635.573761	3369513.648663	0.242336150117816	0.289001408153622
302735.573761	3369513.648663	0.227473059749297	0.27057136467087
302835.573761	3369513.648663	0.235700776963507	0.286398100783726
302935.573761	3369513.648663	0.246973821006998	0.30764394251351
303035.573761	3369513.648663	0.25461739498586	0.30738423691811
303135.573761	3369513.648663	0.232666185787742	0.296809028880094
303235.573761	3369513.648663	0.24380968456592	0.318459017633711
303335.573761	3369513.648663	0.240823068082704	0.290556773351004
303435.573761	3369513.648663	0.20648115048444	0.266265610331165
303535.573761	3369513.648663	0.181688323726629	0.166199090245245
303635.573761	3369513.648663	0.165992851480363	0.154985196781771
303735.573761	3369513.648663	0.173533563473523	0.161670079962447
303835.573761	3369513.648663	0.178269916001505	0.155616625277522
303935.573761	3369513.648663	0.178502420436419	0.152584427051961
304035.573761	3369513.648663	0.188721895771185	0.154882528954242
304135.573761	3369513.648663	0.188251818611598	0.155284351579581
304235.573761	3369513.648663	0.162824712255186	0.123480059516737
304335.573761	3369513.648663	0.168686298082548	0.124995590493369
304435.573761	3369513.648663	0.179406771432889	0.127941413085162
304535.573761	3369513.648663	0.186104486666224	0.129205659223968
304635.573761	3369513.648663	0.170046764408896	0.111195121572025
304735.573761	3369513.648663	0.120879798818742	0.0750581031290259
304835.573761	3369513.648663	0.129751166890109	0.185901678476593
304935.573761	3369513.648663	0.168530063552868	0.241453576129751
305035.573761	3369513.648663	0.181485126080924	0.254330014467248
305135.573761	3369513.648663	0.186500333393425	0.253884219370254
305235.573761	3369513.648663	0.195924738264592	0.269088653586283
305335.573761	3369513.648663	0.218517702015194	0.282753806829065
305435.573761	3369513.648663	0.218882906422267	0.278972992593102
305535.573761	3369513.648663	0.238006152875268	0.304352436337882
305635.573761	3369513.648663	0.182070203830372	0.21625728918947
305735.573761	3369513.648663	0.136880917993715	0.0625735616390915
305835.573761	3369513.648663	0.13465948819179	0.14102687798495
305935.573761	3369513.648663	0.140927136299293	0.142424459421485
306035.573761	3369513.648663	0.14822692756515	0.152608565636197
306135.573761	3369513.648663	0.144903385378853	0.140060888697189
306235.573761	3369513.648663	0.143851793995897	0.131755611281574
306335.573761	3369513.648663	0.129377960171612	0.122682887114161
306435.573761	3369513.648663	0.11841212412938	0.113780691080545
306535.573761	3369513.648663	0.112714562665589	0.110281729665347
306635.573761	3369513.648663	0.103465270569579	0.0521656118305658
306735.573761	3369513.648663	0.0976992920572542	0.050628950036545
306835.573761	3369513.648663	0.0877341663570106	0.0282279302608321
306935.573761	3369513.648663	0.0842080309846919	0.0272050577165559
307035.573761	3369513.648663	0.073139536803031	0.0232944399594953
307135.573761	3369513.648663	0.0756855220118423	0.0237451991545295
307235.573761	3369513.648663	0.0766426973076408	0.0239835677915287
307335.573761	3369513.648663	0.0826624546607005	0.0194978659256373
307435.573761	3369513.648663	0.0887284265108461	0.0221230578957396
307535.573761	3369513.648663	0.0868841712402747	0.0207978428797127
307635.573761	3369513.648663	0.0783731479721643	0.0176522220940517
307735.573761	3369513.648663	0.0776537277693962	0.0344180622009232
307835.573761	3369513.648663	0.0826362258394398	0.0392396338255164
307935.573761	3369513.648663	0.0764094139423031	0.0353713549638918
308035.573761	3369513.648663	0.0754860461467334	0.0339876382120811
308135.573761	3369513.648663	0.0771397355111876	0.0327022836914197
308235.573761	3369513.648663	0.0816301153534506	0.0427557995167141
308335.573761	3369513.648663	0.0810476144260173	0.0415739010112037
308435.573761	3369513.648663	0.0235520993875137	0.011628121894914
308535.573761	3369513.648663	0.0205910460467547	0.00915571028165511
