"X"	"Y"	"Lattice100m [Points]"	"AvgPrecipitation"	"AvgTempDiff"	"Dist2Faults"	"Dist2GeoBoundaries"	"Elevation"
311535.573761	3369513.648663	0.000000	86.875000	11.691999	144.255844	408.237122	1689.000000
311635.573761	3369513.648663	1.000000	86.875000	11.691999	75.762642	324.854279	1650.812500
311735.573761	3369513.648663	0.000000	86.875000	11.691999	23.969320	231.103409	1605.166626
311835.573761	3369513.648663	0.000000	86.875000	11.691999	72.132187	152.682388	1592.437500
311935.573761	3369513.648663	0.000000	86.875000	11.691999	49.050652	94.550888	1580.812500
312035.573761	3369513.648663	0.000000	84.125168	11.641666	43.008415	35.844387	1614.333374
312135.573761	3369513.648663	0.000000	82.750252	11.616501	132.299347	37.500000	1674.875000
312235.573761	3369513.648663	0.000000	82.750252	11.616501	209.811157	115.794121	1715.125000
312335.573761	3369513.648663	0.000000	82.750252	11.616501	300.241608	200.563782	1762.333374
300335.573761	3369613.648663	0.000000	68.500000	10.300000	5203.159180	210.000000	2889.250000
300435.573761	3369613.648663	0.000000	68.500000	10.300000	5285.009766	214.680435	2902.218750
300535.573761	3369613.648663	0.000000	68.500000	10.300000	5367.106445	244.191925	2924.906250
300635.573761	3369613.648663	0.000000	68.500000	10.300000	5463.192871	309.203003	2923.583252
300735.573761	3369613.648663	0.000000	69.250000	10.341500	5559.617188	392.589111	2867.125000
300835.573761	3369613.648663	0.000000	70.000000	10.383000	5656.332031	484.098877	2793.583252
300935.573761	3369613.648663	1.000000	70.000000	10.383000	5739.468750	566.373047	2728.166748
301035.573761	3369613.648663	1.000000	70.000000	10.383000	5827.729004	664.925964	2626.250000
301135.573761	3369613.648663	1.000000	70.000000	10.383000	5830.544434	750.750488	2522.687500
301235.573761	3369613.648663	0.000000	70.000000	10.383000	5773.041504	851.949890	2458.583252
301335.573761	3369613.648663	0.000000	70.000000	10.383000	5713.452148	954.005188	2449.187500
301435.573761	3369613.648663	0.000000	70.000000	10.383000	5653.862305	1056.612305	2511.500000
301535.573761	3369613.648663	0.000000	70.000000	10.383000	5602.785645	1144.916016	2548.666748
301635.573761	3369613.648663	0.000000	70.000000	10.383000	5543.205078	1248.249023	2533.937500
301735.573761	3369613.648663	0.000000	70.111336	10.361000	5483.982910	1351.827515	2523.833252
301835.573761	3369613.648663	0.000000	70.167000	10.350000	5433.904297	1440.777222	2526.166748
301935.573761	3369613.648663	1.000000	70.167000	10.350000	5375.610352	1544.708862	2565.187500
302035.573761	3369613.648663	3.000000	70.167000	10.350000	5317.316406	1648.769775	2551.333252
302135.573761	3369613.648663	0.000000	70.167000	10.350000	5267.421875	1738.057129	2512.583252
302235.573761	3369613.648663	0.000000	69.541504	10.231501	5209.813965	1842.045898	2539.250000
302335.573761	3369613.648663	0.000000	69.333000	10.192000	5160.622070	1928.869141	2573.125000
302435.573761	3369613.648663	1.000000	69.333000	10.192000	5103.232910	2026.814453	2552.083252
302535.573761	3369613.648663	0.000000	69.333000	10.192000	5045.868164	2110.092773	2554.750000
302635.573761	3369613.648663	1.000000	69.333000	10.192000	4997.124512	2098.976074	2582.812500
302735.573761	3369613.648663	0.000000	69.333000	10.192000	4941.220703	2026.322632	2589.250000
302835.573761	3369613.648663	1.000000	69.333000	10.192000	4885.571289	1951.902954	2559.687500
302935.573761	3369613.648663	1.000000	69.333000	10.192000	4837.871094	1888.451904	2549.187500
303035.573761	3369613.648663	0.000000	69.333000	10.192000	4782.354492	1813.996826	2569.750000
303135.573761	3369613.648663	0.000000	69.333000	10.192000	4727.958496	1741.874023	2629.062500
303235.573761	3369613.648663	0.000000	69.458252	10.023251	4681.922852	1682.743286	2669.437500
303335.573761	3369613.648663	0.000000	69.500000	9.967000	4628.258301	1617.255615	2695.416748
303435.573761	3369613.648663	0.000000	69.500000	9.967000	4574.859863	1556.317749	2790.187500
303535.573761	3369613.648663	0.000000	69.500000	9.967000	4530.157715	1507.854492	2841.750000
303635.573761	3369613.648663	0.000000	69.500000	9.967000	4479.647949	1454.487915	2901.666748
303735.573761	3369613.648663	0.000000	69.500000	9.967000	4430.212891	1392.416992	2923.312500
303835.573761	3369613.648663	0.000000	69.500000	9.967000	4387.935059	1340.046631	2886.250000
303935.573761	3369613.648663	0.000000	69.500000	9.967000	4339.465332	1284.078491	2846.333252
304035.573761	3369613.648663	0.000000	69.500000	9.967000	4292.957031	1234.838135	2797.437500
304135.573761	3369613.648663	0.000000	69.500000	9.967000	4253.904297	1198.217529	2770.687500
304235.573761	3369613.648663	0.000000	71.167000	10.017000	4208.546875	1162.657104	2709.250000
304335.573761	3369613.648663	0.000000	71.167000	10.017000	4164.695313	1136.145142	2667.781250
304435.573761	3369613.648663	0.000000	71.167000	10.017000	4122.915527	1118.451172	2615.666748
304535.573761	3369613.648663	1.000000	71.167000	10.017000	4088.232666	1111.182373	2581.833252
304635.573761	3369613.648663	1.000000	72.187752	10.092000	4048.200684	1110.000000	2529.250000
304735.573761	3369613.648663	0.000000	75.250000	10.317000	4009.912109	1110.000000	2485.333252
304835.573761	3369613.648663	1.000000	75.250000	10.317000	3978.191406	1110.000000	2394.666748
304935.573761	3369613.648663	1.000000	75.250000	10.317000	3941.230225	1110.253540	2237.750000
305035.573761	3369613.648663	0.000000	75.250000	10.317000	3901.626709	1115.226440	2145.916748
305135.573761	3369613.648663	0.000000	75.250000	10.317000	3863.643066	1127.271606	2107.583252
305235.573761	3369613.648663	0.000000	75.250000	10.317000	3818.848389	1150.315430	2097.375000
305335.573761	3369613.648663	0.000000	75.250000	10.317000	3774.053955	1154.107666	2022.416626
305435.573761	3369613.648663	0.000000	75.250000	10.317000	3735.658691	1132.848755	1940.333374
305535.573761	3369613.648663	1.000000	75.250000	10.317000	3691.346436	1116.971680	1905.812500
305635.573761	3369613.648663	1.000000	77.916664	10.486334	3648.997070	1110.338013	1889.083374
305735.573761	3369613.648663	0.000000	83.250000	10.825000	3613.984619	1110.000000	1817.000000
305835.573761	3369613.648663	0.000000	83.250000	10.825000	3573.235596	1110.000000	1761.875000
305935.573761	3369613.648663	1.000000	83.250000	10.825000	3533.029297	1110.000000	1712.416626
306035.573761	3369613.648663	0.000000	83.250000	10.825000	3500.429199	1110.000000	1684.000000
306135.573761	3369613.648663	0.000000	80.958496	10.750000	3464.460449	1110.000000	1613.125000
306235.573761	3369613.648663	0.000000	78.667000	10.675000	3428.916016	1110.000000	1613.416626
306335.573761	3369613.648663	0.000000	78.667000	10.675000	3399.412842	1095.284912	1684.458374
