"ID"	"mean"	"sd"	"0.025quant"	"0.5quant"	"0.975quant"	"mode"	"kld"
1	1.02106545134324	0.398948857563019	0.214953124166592	1.02910473783055	1.78195438038199	1.04506458289967	3.16762506980396e-07
2	0.96356068789271	0.481603303673261	-0.0205804672338205	0.977293242602143	1.87053310893158	1.00453635824442	1.11800910317008e-06
3	0.0808578431152639	1.1668132771259	-2.23674531512218	0.0900306720674093	2.34540047922749	0.108324299070712	2.67108457295583e-07
4	0.556232378580064	0.484181807553089	-0.418264702275496	0.564582484780069	1.48360502540296	0.581155372555311	1.20584362147693e-07
5	0.410518381563567	0.525530095055585	-0.66223754085807	0.425142378155497	1.4012723075272	0.454152272399564	1.04658500437799e-06
6	0.0940093282659919	0.790181346790868	-1.51336239308235	0.113966729332376	1.58959051577565	0.153556092368366	7.83515618777136e-07
7	-0.631298992961897	1.20122494856647	-3.00851191191393	-0.624886186711873	1.70804645322857	-0.612040441331639	5.96223158421544e-07
8	-1.16523176352279	0.947909421298582	-3.05052304674601	-1.15691105936047	0.672150527841709	-1.14033442263631	1.79105115466596e-07
9	0.543740454825829	1.10257290477075	-1.62748796414012	0.545936022951304	2.7006483524476	0.550411509781859	1.02460117027252e-06
10	0.551335834110873	0.888651605984573	-1.19691493014142	0.552520198279721	2.29129687757967	0.554962598393203	1.00395332366617e-06
11	0.547319454194954	0.500711913895931	-0.466599257737734	0.558221298387351	1.50000420513878	0.579858702626757	4.5246868269079e-07
12	-1.13912926762174	0.758445351651796	-2.66435848422654	-1.12651017192002	0.314826344556172	-1.10146372073225	8.93995160303033e-08
13	-0.579367978471617	0.627279242626554	-1.84033960267493	-0.569106328785777	0.62362283793189	-0.548738498124038	7.64288975666633e-08
14	-0.631298992961897	1.20122494856647	-3.00851191191393	-0.624886186711873	1.70804645322857	-0.612040441331639	5.96223158421544e-07
15	0.562243644396031	0.882947512730728	-1.17526728036163	0.563584667937198	2.29060430850164	0.566338545963145	1.0194249033091e-06
16	0.168811950664379	0.485207706070675	-0.82728404174541	0.184114854440596	1.07823276408274	0.214489149713896	1.4321921269709e-06
17	0.5573180277297	0.352166558816996	-0.1578622126613	0.565759943507749	1.22516640700444	0.582508120125814	6.56667848613192e-07
18	-0.616661205463663	0.690969441483114	-2.02707355594867	-0.59744986463715	0.686034512159076	-0.559340031470279	1.04412846333791e-06
19	0.586270637838415	0.469224609537918	-0.373383256988427	0.599905791721412	1.46918047292921	0.626957367232858	1.17473563269826e-06
20	-1.03338415323409	0.726013753105465	-2.50425049611587	-1.01730704765508	0.347208604558396	-0.985400882352017	4.85564001127559e-07
21	0.492935407505028	0.510566078598691	-0.54403927173236	0.505218516257299	1.46104608416709	0.529587091239473	6.65057249745425e-07
22	1.16263241216891	0.432360884766023	0.277285009669022	1.17554211600678	1.97515891070567	1.20115743067433	1.25800172705737e-06
23	-1.16742997482127	0.674474008285731	-2.54913622127302	-1.14710483092064	0.0995438110670999	-1.10677395809703	1.28673723698167e-06
24	-1.11511186110977	0.666904468517791	-2.46519451550709	-1.10072903945144	0.154170040927975	-1.07218127569985	4.34404475563099e-07
25	0.102038111378035	0.648323660229092	-1.21494028888049	0.117716503708372	1.33112552595422	0.148820550339253	6.77241564606677e-07
26	-0.835857348680293	0.419818175549849	-1.69068187930194	-0.824933030852874	-0.0421922465970235	-0.803263200010501	8.60777569934698e-07
27	-0.814723270321271	0.51565906310555	-1.84833432593007	-0.807360273338397	0.177148474487658	-0.792740389599055	1.01961945256406e-08
28	0.126427362458225	0.501055109361141	-0.918480189308605	0.147725620895757	1.05076141522653	0.190389206997952	2.46571876549807e-06
29	0.54831177111191	0.359635340022594	-0.183496392445517	0.557488593286685	1.22872581793137	0.575692342940647	8.09683123436289e-07
30	0.130627156624759	0.287902911590458	-0.449932285340739	0.135996325522042	0.680935877035555	0.146653250105391	2.06537778005224e-07
31	-0.172704645851454	0.441536296199356	-1.05637304724064	-0.166888557169455	0.677923293894068	-0.155336011459092	5.32742243793671e-12
32	0.426969342976249	0.394598881802031	-0.372362367346907	0.435668103289437	1.17745299309736	0.452931811828616	4.76613614963352e-07
33	0.535161749040472	0.355709998003666	-0.182178260490636	0.541812633633502	1.21503166605125	0.555013607525788	2.09807176191945e-07
34	1.28857573627172	0.233135528697653	0.824735451585898	1.29067760460371	1.74032659054684	1.29486396357393	1.59272743332906e-07
